"V1","V2","V3"
0.76579205552116,0.464617402758449,44.5377221431005
0.413078514160588,0.237966386368498,56.5035314159715
0.895390290766954,0.880839042831212,1.14025584033909
0.0652262452058494,0.0721242849249393,27.8901818616493
0.822265109047294,0.367895028088242,146.181263594653
0.0137911927886307,0.384786275448278,184.918129109037
0.330518084345385,0.367590497713536,100.663202450861
0.297171870945022,0.40368465334177,95.5578757905941
0.743888346711174,0.820479769492522,3.98424011005319
0.455870386213064,0.650121943792328,102.651414852307
0.647392395418137,0.218383451690897,156.529211277215
0.696313224732876,0.736516647506505,27.6636477564994
0.392147778533399,0.884117030538619,0.407179019052379
0.834371380042285,0.335309926886111,174.406333063699
0.453015619656071,0.59127357439138,184.579623738315
0.842295717913657,0.952989908633754,1.05259886631903
0.0169291186612099,0.546599375782534,75.1138613328931
0.4779054869432,0.670279094949365,105.076447424118
0.507049669045955,0.915219655958936,-5.37181679681084
0.507806132780388,0.126001928700134,110.001092633677
0.450629041064531,0.718348074937239,30.4326055779405
0.20478448504582,0.822427048813552,27.2659433422676
0.94551046169363,0.857652343576774,5.40465235087922
0.980612227460369,0.0258147639688104,17.6567502915495
0.406010473147035,0.900718443561345,-1.60899207047379
0.92662383033894,0.538183799013495,55.4890251622044
0.251256839605048,0.96770415827632,4.28539101396348
0.285906998440623,0.833438794594258,27.7464459626779
0.317590517690405,0.0286171999759972,23.2775845348314
0.0080193025059998,0.0524445129558444,30.7719703886889
0.535968535812572,0.374293928500265,58.4597464043223
0.035142261069268,0.59428672096692,49.9769560057845
0.404541125055403,0.794936168240383,-3.36067077715479
0.95173039403744,0.838375210296363,6.78336020130141
0.051732623251155,0.719580224482343,22.6768794825874
0.141117836115882,0.965353298932314,20.7658583965874
0.629375484772027,0.938636264996603,-1.15858068128065
0.394672604976222,0.2691431613639,62.0558860674961
0.279950074153021,0.520614518318325,95.7508942254171
0.838759894715622,0.617181417765096,15.4211951645899
0.937308793421835,0.439113728702068,138.810371943396
0.834603968076408,0.781462982296944,3.99806510492825
0.389997516525909,0.941498157568276,0.569764543197465
0.0430475014727563,0.834554101806134,9.69523383594891
0.65577905648388,0.793078982504085,48.1278979805679
0.676813704194501,0.984348001191393,8.39941715243766
0.0333453814964741,0.778638485819101,13.2880699349318
0.58676116517745,0.956061421195045,-0.492846084285695
0.515497947111726,0.156231687637046,119.977813525658
0.927146194968373,0.0620859593618661,1.89488201019405
0.563567407196388,0.370520018739626,46.9425716358812
0.92377545312047,0.338731838390231,191.121484955716
0.12422781297937,0.154007476288825,35.5113622624418
0.138920958852395,0.678509649354964,52.2132044547945
0.343654978089035,0.312024094862863,81.8773318503087
0.515023021027446,0.149280909681693,119.394798333961
0.596776253310964,0.0429210611619055,20.9263491935903
0.857327918754891,0.767174111679196,5.36147541953616
0.58463692641817,0.00365517032332718,1.24455367877269
0.435110265389085,0.929688390111551,-1.44932949834416
0.583336695563048,0.990301783662289,8.67085672786112
0.271943643223494,0.185844228602946,21.75214181099
0.620045104064047,0.316697444999591,68.2333598265872
0.0579970146063715,0.450026062550023,161.841888926096
0.168999873800203,0.87461277958937,21.454919812883
0.39104750007391,0.298904467606917,73.6176306151579
0.924785469891503,0.326072117080912,191.576007019508
0.519001784501597,0.268476967001334,67.8793960988379
0.663723901379853,0.474926055176184,29.5489607729999
0.747247336432338,0.607757300371304,4.44608442526218
0.720661727944389,0.479035948868841,25.2534473638777
0.0505657258909196,0.720125246793032,22.5207011453825
0.887494158232585,0.414515354670584,144.3970789178
0.453271680977196,0.733429089421406,25.2048996005853
0.78336369083263,0.195017024874687,146.062818567416
0.819836683804169,0.153260856168345,73.8608806698749
0.871239657746628,0.775518336798996,5.49972331269662
0.0346317829098552,0.79864672315307,11.2620339199627
0.0282595052849501,0.0392342063132674,19.9398059284938
0.471753033343703,0.867589805275202,-4.23527034460793
0.0884053327608854,0.134766995673999,47.0306511464284
0.533049548510462,0.0351731139235198,25.8524017515284
0.801891768351197,0.744586478918791,0.420258813407806
0.488890437176451,0.473257884616032,184.701066541926
0.286843233276159,0.440564361633733,91.7258218807755
0.140782339498401,0.58186080516316,67.3516154454764
0.260496864328161,0.857157921651378,22.7402998000476
0.796382366679609,0.800455964170396,2.09653843567204
0.464899361366406,0.951037863269448,1.55495023576339
0.00468388316221535,0.62084897630848,35.3351741517089
0.372093331301585,0.39374411245808,124.184154575328
0.621798938373104,0.393272895133123,37.6028333773801
0.620180808706209,0.00269081979058683,0.789805010703795
0.126444079913199,0.97214241232723,20.6843797203243
0.713485844200477,0.131994406692684,83.996153486238
0.285495160147548,0.122878343099728,23.1780599555588
0.599444904364645,0.482116041705012,75.4676636331728
0.449813184794039,0.0900934771634638,70.9912084767694
0.252103716135025,0.255251620430499,53.8455547895431
0.433706392534077,0.789373315870762,-1.08080403383466
0.41662758984603,0.642402681522071,76.2506023692274
0.908766573527828,0.765840798150748,6.21449082419983
0.0348166658077389,0.428497469751164,178.298076140021
0.319400119129568,0.137609642464668,28.8811526432374
0.630009663989767,0.119807891780511,100.313063511711
0.265469617210329,0.885796086862683,14.3570749529622
0.696118233492598,0.569460013182834,19.9492237471433
0.663520681438968,0.482842550380155,30.128106496135
0.79432335565798,0.0184173677116632,5.92209646351602
0.925573155283928,0.581081863259897,32.7732541335549
0.338072207756341,0.888277033576742,7.62699496764825
0.618496518116444,0.811867930926383,56.0981795477225
0.868898110464215,0.235970764653757,160.385895545101
0.844349295366555,0.16028514620848,75.125282538439
0.728221030673012,0.0760617177002132,11.8959449824129
0.764394081896171,0.517173520289361,23.4809599797627
0.692968153627589,0.130100917303935,89.814567736572
0.219000077806413,0.60065086861141,80.5455154002139
0.792875678045675,0.912885525496677,4.54879717636702
0.382282739970833,0.599807112244889,121.445399765623
0.628258352167904,0.598621379816905,95.0250966293687
0.167783555574715,0.436797405825928,92.8987767569982
0.159494813531637,0.0546544801909477,11.0632452955878
0.175008801743388,0.920252614188939,18.9740111957283
0.0759008133318275,0.0276251272298396,9.43600318109049
0.0983383471611887,0.923263841075823,18.3736662795734
0.821010957006365,0.232308504171669,171.994083993269
0.0605845281388611,0.511158423963934,107.017676743417
0.616060831351206,0.220662401989102,141.692244714777
0.334625645074993,0.257538433885202,55.7243012620411
0.965631067054346,0.576990826055408,39.3626713200117
0.335728184320033,0.482315581059083,152.452653118047
0.468947283457965,0.0810002963989973,69.8737594037637
0.25643390789628,0.6876537327189,61.2512334275249
0.581259305821732,0.43278122250922,61.8896236240284
0.821805781684816,0.191127950558439,126.64191750799
0.228314203210175,0.0188980831298977,15.006755668852
0.587313849711791,0.375870374264196,41.9428561757099
0.240898538148031,0.97130261012353,6.17593531419909
0.33228258532472,0.865696435794234,13.3547563682619
0.291455022757873,0.0173134957440197,19.6355331847503
0.326664832187817,0.0463466974906623,28.4241829455091
0.0622997563332319,0.562196932267398,69.4974967902919
0.767614193959162,0.987493945751339,8.01408678722616
0.76988199702464,0.122757482808083,48.898593688949
0.611429153010249,0.288252704078332,85.8341989679766
0.269346981542185,0.348739580716938,89.6879323613368
0.129157531773672,0.572000421350822,66.819526118802
0.224516892107204,0.938754880800843,9.5747606248496
0.0133247333578765,0.530419609276578,88.1341081683259
0.399496771860868,0.77268795366399,-4.67717043138491
0.10616717976518,0.705691173207015,33.1316584025026
0.604470377089456,0.568548834882677,116.935930205962
0.241269509075209,0.453371574869379,65.1098116164462
0.966167497215793,0.799529739655554,9.56996457916168
0.439572690753266,0.377248923527077,106.383371206485
0.156786070205271,0.261520565720275,79.6408353552939
0.189099723240361,0.690150822745636,61.6959485667297
0.0151517118792981,0.131689166417345,83.3049235449094
0.163922758772969,0.94720692303963,19.357841461043
0.688248844118789,0.403211274184287,45.330189770467
0.649621438933536,0.611148297786713,69.5893945547494
0.869911844609305,0.357696539023891,175.199999953335
0.0930663684848696,0.760777198942378,16.9690376093174
0.588683431968093,0.383214448345825,42.1411854492031
0.707152790855616,0.860474530141801,6.60754842793845
0.271320959320292,0.866214640671387,19.7290871130068
0.33853859314695,0.980528516694903,1.47892470295403
0.0568159632384777,0.626677103806287,44.2322223920233
0.0138564836233854,0.180931551149115,114.954507584997
0.876377470558509,0.22519252053462,146.944799175435
0.529074804857373,0.336580237140879,52.0153814820025
0.553384923143312,0.362790019717067,48.6145189148384
0.24898649030365,0.350420496892184,91.2348407721918
0.752237485954538,0.833585392683744,3.89075173851008
0.0892693910282105,0.354422444012016,171.778794286724
0.482615213375539,0.568513238569722,218.206359584162
0.0963939561042935,0.784701945027336,14.7110978529859
0.392797203036025,0.0353400984313339,28.2530610476346
0.482271783752367,0.612330875592306,176.950519225003
0.292267909506336,0.536021266365424,107.620901454562
0.23525147116743,0.150228787679225,14.7726715155924
0.775527163641527,0.976563103264198,6.60083155631793
0.722491526976228,0.317438343307003,133.841956773999
0.507218711776659,0.837119606789201,15.2741340646398
0.869999341201037,0.414114403771237,136.383872204384
0.0193040526937693,0.756359144113958,16.7207613247712
0.491016701329499,0.0884722874034196,80.288097331236
0.0349965649656951,0.560325884958729,68.0385865857512
0.735256874468178,0.410967368399724,61.1664121838814
0.615189333679155,0.881406819447875,7.21208979591964
0.180801418609917,0.255802840460092,66.4586427444486
0.387744475156069,0.709575791377574,0.858114922978061
0.472920899046585,0.100749591831118,84.7892524413755
0.967624515295029,0.994084960315377,14.6536940001165
0.997219233773649,0.968017827952281,17.425776612739
0.295042477780953,0.0870265162084252,28.1157157792507
0.72065015649423,0.924161293078214,4.67866359560283
0.0193761219270527,0.136581039289013,84.8480028422517
0.00390958879143,0.615417329594493,36.5526366066413
0.176820194115862,0.776932544074953,28.8185895833418
0.388660317054018,0.171628679381683,49.3792889413878
0.752919428283349,0.166210490744561,118.391970281822
0.901568515226245,0.668500964296982,12.455698557719
0.73975776694715,0.315733724972233,146.142727204793
0.873442184645683,0.99817123869434,5.10239853456839
0.634660478215665,0.892502014292404,3.32608688228276
0.998467472149059,0.647002954268828,24.0175897185596
0.213544958969578,0.804510187823325,31.274811383343
0.932650869712234,0.302442425861955,185.861221773683
0.732016552472487,0.119201219407842,58.0835367016345
0.443030845141038,0.324428982101381,74.3065820102657
0.319044751580805,0.848604216240346,19.4513271724421
0.0717166988179088,0.416700178990141,176.93929996696
0.952960063470528,0.807467659004033,7.66903584490191
0.899171391734853,0.0876618730835617,2.06236345330814
0.777784709818661,0.688749744789675,-1.23798926091619
0.298225110862404,0.81820326205343,29.0925619330847
0.323224630206823,0.57051308080554,119.857471261895
0.282875381410122,0.319571973523125,84.2842584752009
0.831503218738362,0.836211541201919,4.25699376946088
0.139478786149994,0.563123807543889,66.7740738916317
0.00525829219259322,0.592599254800007,44.5654127498854
0.30081198294647,0.787771750008687,31.6435583575551
0.594187604030594,0.205147441942245,139.674976595253
0.418434742838144,0.71688823075965,5.77729028208704
0.361451175296679,0.948685358744115,0.186977102551474
0.482982122339308,0.867157047148794,-2.80173630435073
0.263019432779402,0.718012531520799,50.6217122725722
0.717006532242522,0.0846267368178815,22.3358439753925
0.209546465659514,0.390384999103844,92.9313503430518
0.630998545093462,0.745482357684523,96.2687036005609
0.0970059675164521,0.475381984841079,122.195156848639
0.0360549902543426,0.528676563641056,92.807280746363
0.963236092124134,0.00968584348447621,20.6119617075225
0.225230049574748,0.190609315177426,21.3924556713858
0.388613475719467,0.239026720402762,52.7484737172056
0.158256795955822,0.743218039860949,32.7829509032341
0.849322463618591,0.677126322407275,9.77617490461059
0.263041263679042,0.0857550487853587,22.6163691077931
0.497103373054415,0.807158533949405,27.6663445394108
0.126867122715339,0.98759010178037,21.1339623975938
0.655595264630392,0.0871918762568384,47.9173192409141
0.653693803586066,0.643847541883588,71.7530165671327
0.411196794128045,0.462657851399854,197.991375527641
0.0056411805562675,0.78235248895362,13.6713216266851
0.603330329293385,0.830724116414785,42.8666153599416
0.927583280950785,0.721109720412642,8.68827526831566
0.985337438993156,0.225596325937659,107.903797737089
0.536771993385628,0.657845214474946,170.895629418823
0.551077901152894,0.514768462860957,157.377483250167
0.7591250941623,0.139274871675298,76.1559034971121
0.61228647409007,0.788028528215364,80.2765268037173
0.348689843900502,0.0971187348477542,39.6996512910923
0.431675572646782,0.795541289728135,-1.99360724061788
0.36555383913219,0.86191753577441,7.13445894463092
0.525111536961049,0.748177178669721,98.7608703457337
0.0490505178458989,0.806407881667838,11.1289913059328
0.941298499703407,0.573730506235734,37.794116088114
0.97091416711919,0.630231447285041,22.8496725981163
0.34096522605978,0.659023904940113,39.6013782458942
0.867129519348964,0.223150285193697,148.063952891602
0.346324294339865,0.166863350663334,34.0686428223672
0.128048912622035,0.878773510456085,20.8224712446473
0.227335600182414,0.191228448878974,21.5280899181382
0.802315562497824,0.775991497328505,1.26560652147113
0.156216246075928,0.690849640639499,52.6934468031669
0.0692277678754181,0.762783536454663,15.3341389308844
0.538995912764221,0.0955644631758332,90.7036622130374
0.801981603028253,0.0175834584515542,6.87795679738272
0.156935094622895,0.826349936891347,21.1649124439169
0.075328994076699,0.546981637598947,78.0189279080292
0.453838679008186,0.42217358131893,146.102915684095
0.602439840091392,0.125956385396421,114.995095134546
0.748452394269407,0.0807909790892154,10.7332955688428
0.644923365442082,0.296906273579225,98.8207356331542
0.678101300261915,0.765946511877701,40.1538801016869
0.292651838157326,0.883146995212883,13.2824263844394
0.995954575017095,0.942893201019615,15.2312293743794
0.392332738963887,0.352201075991616,98.7273126943166
0.0971225225366652,0.998887814348564,19.1862093722027
0.00827922625467181,0.0278618482407182,18.0159630591168
0.378520826809108,0.914173233322799,0.553758926709158
0.0498867356218398,0.720835227053612,22.3528038261672
0.751513458788395,0.0830145003274083,11.7307783721541
0.941046937834471,0.116885358700529,15.5535766027433
0.914716599741951,0.612673690775409,21.7646423550038
0.508573687402532,0.117313644848764,105.582213557531
0.270221332553774,0.719679979141802,48.0797343306418
0.0652032848447561,0.576347873313352,62.6758152778413
0.394522894406691,0.425551400287077,156.855981446451
0.0424052698072046,0.932776139117777,7.55646711834046
0.864793405402452,0.526734758866951,49.271032309267
0.396238987334073,0.0024927097838372,11.3024503263409
0.903328562621027,0.910294610541314,0.156076460143005
0.270754288416356,0.117441761540249,21.128674801533
0.260524314828217,0.0445396020077169,21.3568552332886
0.690133536467329,0.221425988478586,171.0036548459
0.515531224897131,0.0127298256848007,10.1206564426368
0.497519000899047,0.647002332145348,151.679981246833
0.929729258641601,0.781639073742554,6.33886015475193
0.748559973435476,0.93377136439085,5.63996792140045
0.569553056498989,0.173222975805402,138.944804795622
0.868602341040969,0.0500829592347145,-0.808676501796498
0.716154828667641,0.435110070044175,39.6021052346741
0.582238706527278,0.233841451117769,115.897476237947
0.710417732130736,0.268886176869273,165.499476242616
0.45231870142743,0.714062603190541,34.8541113874868
0.0957035629544407,0.00267029786482453,4.09373405558627
0.208620143355802,0.174364823382348,17.7872598221866
0.317562764743343,0.342416636645794,91.6251916293183
0.612007765797898,0.99511485430412,9.79007229695362
0.195536170620471,0.909198532812297,17.0868843861356
0.261299410136417,0.1397550040856,17.6346634671799
0.1346478194464,0.956862334627658,20.8099253779953
0.448444061912596,0.153637408278883,84.1375026984504
0.974196325289086,0.807464623590931,10.7549762461636
0.233288760529831,0.368120699888095,92.1643422048837
0.4275340330787,0.885767763946205,-4.19501027475626
0.263394273351878,0.677131934789941,62.5525313951897
0.0241077227983624,0.447368115186691,165.766634299561
0.889944407856092,0.139519961085171,37.6462087280409
0.303634249139577,0.939001513179392,0.29612473800983
0.109434234676883,0.739676508819684,23.2476008075778
0.620220987126231,0.358672297326848,45.4526172544989
0.147333012660965,0.410148268798366,125.70910819704
0.778877417789772,0.627704795915633,4.23550597714478
0.976696190657094,0.711394735379145,13.5106987376235
0.95723387086764,0.707383984467015,11.3663481774229
0.592213885625824,0.029151375638321,11.5956809973783
0.782393241999671,0.135756740579382,62.3272538056905
0.136387497419491,0.85519857192412,20.3041183050102
0.356198106892407,0.564475143095478,149.976323472419
0.635876318207011,0.733093392336741,96.0102303695652
0.470021402230486,0.18376148538664,89.659228574314
0.729223768226802,0.569501609075814,9.99337185148147
0.903442287584767,0.53661014395766,52.329175027799
0.891386369476095,0.930100598139688,-0.4143138212862
0.948176884325221,0.177587997866794,67.4781571931397
0.0333344906102866,0.21730147046037,122.757889896355
0.456324192229658,0.380071578547359,102.271911435825
0.657574427546933,0.753988232230768,64.2597804802265
0.0222295415587723,0.0765718764159828,42.4663070480063
0.682457001879811,0.921775352442637,2.24584000769936
0.361186549765989,0.268443949287757,61.6490365371074
0.611201014835387,0.85492896893993,22.395977195095
0.498666271567345,0.956921484088525,1.84843773177402
0.384922048542649,0.400331052020192,131.875629228952
0.616887154057622,0.452986693242565,47.4405008602351
0.671647101873532,0.589405210223049,39.7135890809051
0.592695200582966,0.311265672789887,60.8705638313508
0.316024283645675,0.214286378351972,34.8498933761188
0.612009781645611,0.231127840466797,133.27218155349
0.210565979126841,0.0617923887912184,15.3783811575148
0.103475936921313,0.254882043926045,101.712277433474
0.573618062306195,0.264533615438268,86.871842721538
0.656317635439336,0.656960860826075,70.6759061406554
0.0779371138196439,0.328476559603587,164.480651805846
0.705091282026842,0.605933533282951,15.808814406791
0.54143966245465,0.845511554507539,22.5345993812473
0.420520738465711,0.668003327446058,45.1724235937534
0.543272548355162,0.628298933617771,184.56727260934
0.325812342809513,0.398232702631503,108.720837065657
0.609625213779509,0.922562916530296,-2.57389493629503
0.315576595719904,0.755757979350165,26.0479606668402
0.240412715589628,0.545904068509117,73.4882864048822
0.782808675430715,0.586112018674612,11.0251661462064
0.416609482839704,0.335378002142534,85.7759397534398
0.849360866472125,0.56813568319194,27.8492395757693
0.741479853866622,0.772442303132266,2.70177582426358
0.869365864666179,0.830950573086739,3.86405088827732
0.700603333534673,0.990483604604378,9.94818387111644
0.541270602494478,0.00808883015997708,5.38212469581418
0.813201557612047,0.578470529289916,18.4687647293532
0.483338073827326,0.58154922677204,208.671643600897
0.741322282003239,0.287351751932874,169.450440676742
0.230393870268017,0.182516563683748,18.9414997024109
0.0724846762605011,0.398079578066245,182.219405361658
0.335750847589225,0.0102742281742394,17.714535139327
0.639909637626261,0.865605343366042,13.0995801182572
0.786025312496349,0.450231151422486,62.0940356504358
0.94259028788656,0.971364337485284,6.99428005135474
0.113328408682719,0.652733212336898,52.5680738722843
0.973895654315129,0.59585746913217,32.9364726704579
0.846403716364875,0.917775555048138,0.982154129282598
0.116700653918087,0.135511477710679,33.2410881662821
0.850659349700436,0.525833965744823,45.839810310422
0.91771640535444,0.781311795348302,5.86125251172249
0.280532843898982,0.266562555683777,59.7440443061133
0.342521883314475,0.937863441184163,-0.0357981349063579
0.618554471060634,0.603958617663011,110.479609300758
0.883240139344707,0.331667641410604,189.212032338127
0.0935444480273873,0.178753606975079,63.3130724911746
0.463161289924756,0.661443466087803,96.7390086266436
0.41603766893968,0.679948339471593,29.425691223951
0.847516516922042,0.623196555534378,15.5338583275424
0.32917226315476,0.618880597874522,78.3627345883079
0.240918919909745,0.745783418416977,46.9046290239489
0.898915430298075,0.749450836796314,6.79692568135815
0.397003879304975,0.323261259822175,83.4574912541784
0.530164640164003,0.851098028244451,15.243707721292
0.807438945863396,0.975661683129147,4.46077793106544
0.33503714366816,0.38425259408541,107.608884306522
0.748553463025019,0.341641371604055,127.431395494555
0.858024396933615,0.894799258792773,1.29599301522205
0.0325898311566561,0.777139906771481,13.4779688661679
0.372333017876372,0.933082156814635,0.24842595985934
0.306151149095967,0.54727169428952,118.215708018519
0.94262076751329,0.438140969956294,140.179888913561
0.933531801914796,0.123653861228377,19.6939938065453
0.699280073400587,0.134257080266252,93.1315137204049
0.718707881402224,0.464147652033716,29.2379538495308
0.304832676192746,0.616356935817748,80.1046729582554
0.96865252754651,0.976671237498522,12.2887056367004
0.553260074229911,0.824937237193808,43.9652168288595
0.219527133274823,0.782547816401348,36.3960474284081
0.0240986288990825,0.199475853005424,119.341896543657
0.532034326577559,0.525020805187523,187.053364341383
0.0422529424540699,0.506117843324319,113.776300739202
0.417237845482305,0.23955580079928,57.3901283852513
0.694144804030657,0.193961463402957,161.956355076584
0.0659477761946619,0.379251184873283,185.26794291853
0.24958649626933,0.561487698694691,80.897176720352
0.823602612828836,0.364635083591565,149.436156016169
0.085976192029193,0.902287308126688,16.4806489660688
0.557369951624423,0.952331216074526,-1.18030278198714
0.167995996773243,0.789336527930573,24.9735481235557
0.326625673566014,0.823205731110647,21.6660091988822
0.399011899717152,0.478034759871662,206.086722882036
0.915976193733513,0.390553252073005,170.784617053289
0.681593109853566,0.804373456398025,26.1496076489977
0.788428775500506,0.484010213986039,44.4998161295825
0.331540626008064,0.509936604183167,151.933606562546
0.131652307929471,0.625451231840998,63.9725728331908
0.220494899665937,0.252412646310404,55.0585435203399
0.227293648989871,0.0908285041805357,16.9101005719757
0.869702462106943,0.883072088239715,1.40126793742169
0.510363819077611,0.673723795451224,140.634921821802
0.396408708067611,0.523333939258009,214.435692499133
0.92115407041274,0.394633307121694,169.265715667521
0.557961735175923,0.810695994412526,59.7440847663455
0.412231574766338,0.838902393123135,-2.4391353559404
0.678238477092236,0.270272829569876,145.049511068029
0.441218015505001,0.608531581703573,150.470859107399
0.168308038264513,0.98523513530381,19.5237307950999
0.709779157768935,0.733171013882384,16.9347737008632
0.609987546456978,0.577469324693084,112.958227835124
0.537868060637265,0.835951032815501,28.7395303144916
0.21874290634878,0.679878827882931,69.0392716292094
0.533089943230152,0.158940299646929,127.132482526495
0.641021085204557,0.56602083472535,67.4585192056738
0.652932891622186,0.342061193427071,66.8397912767668
0.200309696374461,0.315583258867264,98.5531545753286
0.908158290898427,0.166151681682095,63.6202121998799
0.876482872758061,0.380596086848527,164.100097996537
0.265215202234685,0.455552005209029,76.4833352703059
0.0161634176038206,0.896667112363502,3.97593934348045
0.0599112040363252,0.192511486588046,93.3941495300063
0.723931207554415,0.467555946437642,29.2814052135917
0.221153578953817,0.706381876021624,59.260708981177
0.0524950013495982,0.225143626797944,115.155792149844
0.0542614650912583,0.835287499707192,10.7758495183448
0.15205735177733,0.0452098541427404,9.9728124443717
0.785897550638765,0.767347575630993,-0.407017651562164
0.186568555422127,0.467952686594799,64.7695964763405
0.795286974869668,0.385217206785455,116.21755744722
0.457947202725336,0.210311118280515,74.1020947564865
0.385941189713776,0.0200417418964207,20.2165556656823
0.323382988804951,0.517026429297403,142.085957448238
0.895962263224646,0.220988787012175,135.18872941603
0.452727971831337,0.106454792199656,80.2518390292391
0.388648573774844,0.031328426906839,25.9902549774408
0.386914867209271,0.247532570967451,54.8271434928217
0.333419054513797,0.712571226526052,17.941762416167
0.539301750715822,0.238016635878012,93.0427918226806
0.724825617624447,0.348799413302913,105.648006561402
0.644100598292425,0.403799849096686,36.051572106727
0.53070268384181,0.319861419033259,52.1730969901961
0.300143000669777,0.942893993807957,0.0642797477160855
0.195362447528169,0.417218006914482,86.5476953548707
0.0469549351837486,0.503169354051352,116.291536277165
0.627863554982468,0.901984201744199,0.902575836697324
0.82795991236344,0.860367881134152,4.08780089248158
0.0869513957295567,0.576646268600598,64.4750200468313
0.156544252298772,0.644554728176445,68.0887629598371
0.616311407648027,0.696091215824708,127.279212030332
0.680209740297869,0.646999449236318,39.4469468449715
0.691986851161346,0.203115466982126,166.857036032837
0.00485111912712455,0.811013337923214,9.99113441494309
0.150440928759053,0.936899296473712,20.6757354043975
0.737993032671511,0.745609767967835,2.75508425948942
0.15055611776188,0.390540248947218,131.532427360562
0.469960046233609,0.931512914597988,-2.57052137900836
0.954190314747393,0.289670155616477,173.469814512882
0.181220779428259,0.482320595299825,62.0411204856001
0.0578658562153578,0.0895689453464001,38.954558252943
0.341735079884529,0.469395829131827,154.107490636054
0.346178660867736,0.407377084484324,123.031196722603
0.120777091244236,0.0618452786002308,13.6123391318327
0.581297356402501,0.116098723374307,108.389444503636
0.242783962981775,0.494777724146843,63.855659452288
0.161803035996854,0.0486641016323119,10.6209639877651
0.400736427633092,0.264538899529725,60.6391350914747
0.368352200137451,0.564094320870936,160.313636661202
0.163591427030042,0.051312992349267,10.9148995714305
0.312287159496918,0.379875771701336,98.6250684628804
0.92828458477743,0.0540390550158918,3.05847573890803
0.0139231376815587,0.12382580130361,78.2541684769841
0.30276722763665,0.185051599750295,25.4054632864937
0.440340006258339,0.195146362297237,70.1926868108926
0.536986361024901,0.313539909664541,52.7054792678723
0.382126058219001,0.767566251335666,-2.08278338773343
0.750028658192605,0.38372368668206,90.0979086490661
0.828463220736012,0.984668064629659,3.98667038286373
0.563539714552462,0.34281856007874,46.0772111969057
0.459272898733616,0.00109070376493037,6.74678839953955
0.30367599404417,0.213725992012769,33.2886850094686
0.112471081316471,0.613819767953828,60.5502564116888
0.201474043074995,0.987366770626977,14.761111197872
0.556602003518492,0.10605982108973,100.746206579027
0.259669280378148,0.67852244572714,63.2915247907305
0.646252565318719,0.653337854426354,84.0257190744147
0.158836805494502,0.953585751820356,19.7834680935247
0.141695224447176,0.986314378911629,21.2656077502058
0.503905233927071,0.946658456930891,-0.845211773698409
0.326381246792153,0.965801963815466,-0.490243712131289
0.611739219166338,0.57432285300456,109.231536789664
0.0761592646595091,0.504221627488732,108.816690414436
0.477589016081765,0.130516442703083,99.3525522477376
0.998621153645217,0.948297485010698,16.1799230141043
0.172597939381376,0.787678587017581,26.1341144912888
0.932543470989913,0.645216012140736,16.3032719083929
0.847670820774511,0.474874342326075,76.8458900261482
0.331852636998519,0.0437011553440243,28.1515750411684
0.81254992983304,0.588301440933719,16.2838311314098
0.879800759023055,0.118064817972481,19.2555279114251
0.804670292884111,0.693434607936069,2.29093666423709
0.375522252405062,0.177326661301777,43.5277764874194
0.104396585840732,0.232067470205948,85.4817918709475
0.612461508484557,0.061176301445812,33.9940464569605
0.543519650585949,0.188118250574917,125.859781651842
0.715762682491913,0.860912917647511,5.94053155101604
0.669644200941548,0.221674994332716,164.43230977513
0.592101286165416,0.415642829611897,47.9584494056681
0.657858763355762,0.332582659553736,76.7535408900457
0.548572719562799,0.0879138503223658,81.5465334064761
0.202923303935677,0.913008762989193,15.673806369896
0.00892961164936423,0.206144001800567,129.759920144572
0.0775700453668833,0.724004179704934,23.3354770364087
0.155804481822997,0.350986892590299,131.646038653979
0.755379354115576,0.757559346035123,-0.466324177200491
0.293750405777246,0.418491010786965,94.8036827716079
0.961275718640536,0.812457779888064,8.65913645580276
0.269044903805479,0.753285225713626,42.5010281666146
0.641779295867309,0.522106643067673,52.3748535367086
0.18492050585337,0.821865169797093,24.7606779480459
0.82388522173278,0.460105224279687,75.4734926641998
0.445881153224036,0.39060277515091,115.819392466529
0.839999741408974,0.566690433770418,26.6430200342419
0.411342350998893,0.540321097243577,216.085745621177
0.905184619361535,0.138461539056152,34.1023077742411
0.670220706611872,0.39849218679592,41.9085726188637
0.110139303607866,0.421094980323687,151.285756040356
0.931967900134623,0.663820752175525,13.681825045107
0.802591106854379,0.0776525086257607,1.20150095432639
0.874752665637061,0.980254319962114,2.38932504894645
0.767580406973138,0.511043909704313,26.2537047872676
0.614372190553695,0.11004654224962,93.2253192164698
0.201264546019956,0.789189074654132,31.8007327119396
0.732282361481339,0.795796226011589,5.51169547979845
0.588068151148036,0.17659702943638,143.785982680164
0.575951351085678,0.319636411964893,52.614571788769
0.943985105957836,0.0210889771115035,14.2836038461377
0.842167295981199,0.956122847273946,1.16588764444631
0.158144423738122,0.556587325176224,65.1868692801371
0.275859544752166,0.627860843436792,77.0664670257674
0.311597873456776,0.182134038768709,26.4539152493552
0.51572625245899,0.331440087640658,54.8962585256752
0.947668504202738,0.132289050845429,25.4262570324933
0.387403717497364,0.444401549175382,172.559811478642
0.821090669371188,0.420196834951639,103.505452197613
0.745918113971129,0.953493312234059,6.30395816648165
0.358807425480336,0.0878150661010295,41.6547178995106
